total_return,cagr,vol,sharpe,sortino,calmar,max_dd,hit_rate,skewness,kurtosis,n_days,signal_type,lookback,weight_method,label,avg_turnover
-0.9107952507567995,-0.11890779008034946,0.15904679497625673,-0.7155752212839784,-0.8202196058417003,-0.12802309619578872,-0.9287995183189522,0.5054054054054054,-1.3355754098938317,17.83732136915176,4811,RET,5,equal,RET_L5_equal,0.6357514030347121
-0.939462276106227,-0.1303069955845142,0.13699936985537284,-0.9498351791097539,-1.054351124670878,-0.13770662851047047,-0.9462652378756506,0.5166963050780479,-1.492123997576113,21.978516668462788,5062,RET,5,inv_vol,RET_L5_inv_vol,0.6818437980593369
-0.6351853940535754,-0.05144753025448312,0.1544549276077963,-0.2645399632065124,-0.3266465594284952,-0.0697818397196512,-0.7372624519670701,0.5178794178794178,-0.378310974336016,10.30269617629334,4811,RET,10,equal,RET_L10_equal,0.46451881105799214
-0.7728108811134488,-0.07112080252327857,0.13160765539873678,-0.49459082126284515,-0.5925672297117718,-0.0869444989539139,-0.8180023276800652,0.5311203319502075,-0.4898270133659412,11.430855607370948,5062,RET,10,inv_vol,RET_L10_inv_vol,0.5116661960468487
0.07234491777901675,0.003665324120832647,0.1456699524790553,0.09811651827666498,0.12377340370519545,0.00866174008151236,-0.42316256160305754,0.5343035343035343,-0.34281140875189,6.252622120838302,4811,RET,21,equal,RET_L21_equal,0.32359176886302227
-0.1410202660236416,-0.00753890373581223,0.1256551490291834,0.0027193666618560274,0.003342336070600019,-0.019157231818887264,-0.3935278231784807,0.5473226635052362,-0.36297246864266686,7.158217723833603,5062,RET,21,inv_vol,RET_L21_inv_vol,0.36478126865375426
0.6343145616406702,0.02606414873499019,0.1462582299705798,0.2492953962481748,0.31681977843243175,0.08212003582464036,-0.31739085928612765,0.5382536382536383,-0.444501357819812,4.995329180910472,4811,RET,42,equal,RET_L42_equal,0.23529411764705882
0.3267423275308412,0.014174407594037541,0.12589738520273006,0.17494101456262698,0.21473206074327414,0.04527914477048805,-0.31304494963155993,0.5581900810116578,-0.5178388300308642,5.662542237977233,5062,RET,42,inv_vol,RET_L42_inv_vol,0.26895019807918463
0.5656700638540515,0.023760553385599792,0.14506248534763028,0.23472225844048264,0.29243728142034947,0.06735005618661967,-0.3527918866134556,0.5430353430353431,-0.6229562385194759,4.02297461815294,4811,RET,63,equal,RET_L63_equal,0.19979214300561213
0.2853029259547373,0.012573569994716927,0.12609928691792574,0.16237994246370294,0.19594372885920605,0.036513098182501126,-0.34435779543744116,0.5633274056510571,-0.6624348028209346,4.86029276899662,5062,RET,63,inv_vol,RET_L63_inv_vol,0.23384372471040224
1.8887216851953164,0.05713815361645769,0.1466171683870215,0.45264465919651864,0.5780073631995045,0.17482508201264374,-0.32683041219637654,0.5490644490644491,-0.5523155332864588,3.2168280982425075,4811,RET,126,equal,RET_L126_equal,0.1418000415713989
1.3280343430221349,0.04296496593342769,0.12706000103048348,0.39489235559160424,0.48803601797741325,0.1429336277853046,-0.30059382525408085,0.5696502667457024,-0.5831055966877485,3.6288890705039516,5062,RET,126,inv_vol,RET_L126_inv_vol,0.1745541134319676
2.6496392121844163,0.0701647223992683,0.1484628339165275,0.5314227724878865,0.6652077526555211,0.23566816978430488,-0.29772676752862515,0.5546777546777547,-0.6267506352074097,3.3189041762497884,4811,RET,252,equal,RET_L252_equal,0.103886925795053
2.100382724924714,0.057947162800116025,0.13056242117407255,0.49707353007805183,0.6048663658241108,0.24804173940140184,-0.23361859556363251,0.5736020549298557,-0.6458237904894447,3.535982410165175,5062,RET,252,inv_vol,RET_L252_inv_vol,0.1278890103382017
-0.9108522147069242,-0.1189372702584115,0.16205484833065456,-0.6995369242065296,-0.815371044916433,-0.12836525786834693,-0.9265534322409502,0.502079002079002,-1.2070910347260775,18.911649804576925,4811,MAC,5,equal,MAC_L5_equal,0.674537518187487
-0.9479809732750916,-0.13684836799825306,0.14060258976957982,-0.975487427946697,-1.080124164683189,-0.1432959621327608,-0.9550050536069246,0.5188697885793322,-1.6389714337815124,24.58098965446737,5062,MAC,5,inv_vol,MAC_L5_inv_vol,0.7217314961067648
-0.688306489417192,-0.05923429081088527,0.15614333154224194,-0.31267821997596834,-0.3797828465028542,-0.07815867968765346,-0.7578722036708403,0.516008316008316,-0.5678655788935113,11.212648322095985,4811,MAC,10,equal,MAC_L10_equal,0.38690500935356475
-0.7810559192759221,-0.07282863653823746,0.13398404859222754,-0.4971355921544294,-0.583881333465915,-0.08911108594420702,-0.8172791944633678,0.5321082789962458,-0.6134525212126243,12.24936772484859,5062,MAC,10,inv_vol,MAC_L10_inv_vol,0.4330501913402808
1.062538169781118,0.038647941480032255,0.15130495144788206,0.32638148786587046,0.415333993255637,0.1173173982819199,-0.32943060488913345,0.5409563409563409,-0.06866800985846114,8.496497834578916,4811,MAC,21,equal,MAC_L21_equal,0.18856786530866762
0.5745634737995899,0.02285757236348185,0.1303362616070381,0.2386741661870891,0.2924708644586962,0.07931228962307388,-0.28819710630106465,0.5603635645129421,-0.16628935649675972,9.495293307295857,5062,MAC,21,inv_vol,MAC_L21_inv_vol,0.22100504535401283
1.656954796558896,0.05251726061988604,0.15001203099022492,0.4165357090984951,0.5230904022552315,0.16439737788379005,-0.31945315245240513,0.5449064449064449,-0.4861132099258471,4.876341940376637,4811,MAC,42,equal,MAC_L42_equal,0.09981292870505093
1.3594167214456951,0.043660436045689366,0.12973756819147897,0.3945329149860579,0.478360109430665,0.18371963229149862,-0.23764709030342257,0.5627346374234341,-0.5362291120585722,5.873791315415264,5062,MAC,42,inv_vol,MAC_L42_inv_vol,0.12399458191873222
1.3065586672551261,0.044749247988821184,0.15180738996295803,0.36460288452901457,0.4564170263316843,0.1252485639212471,-0.3572835215656308,0.5457380457380457,-0.5212322114854632,4.165820851504186,4811,MAC,63,equal,MAC_L63_equal,0.0696320931199335
1.1944910222407374,0.039902247280397596,0.13174757961232245,0.3631114999240251,0.44341270435738206,0.15531577308866953,-0.2569104636759427,0.5660936573799644,-0.5007097788658235,4.838375558646993,5062,MAC,63,inv_vol,MAC_L63_inv_vol,0.0902281306324032
3.4180207594208785,0.08092859413684961,0.1552123045764645,0.5793736370502409,0.7457552060985546,0.26906367326419334,-0.30077859695829656,0.5492723492723492,-0.4422091708608113,4.250623123744607,4811,MAC,126,equal,MAC_L126_equal,0.036624402411141135
2.9684435324177576,0.07102825167837534,0.1359168665515921,0.5731597472779024,0.7103837118023109,0.29663474215984315,-0.2394468401145723,0.57577553843114,-0.4861679049631751,4.46883360058991,5062,MAC,126,inv_vol,MAC_L126_inv_vol,0.054463834878666774
5.098188686708674,0.0993318018216458,0.1604960296882277,0.670739420101885,0.8485433108865813,0.30444923247157396,-0.32626721051405605,0.5573804573804574,-0.38862988156777095,6.5193719290810535,4811,MAC,252,equal,MAC_L252_equal,0.017875701517356058
